사업장명,인허가일자,영업상태명,폐업일자,위생업태명,소재지도로명주소,소재지지번주소
커피에반하다 신대방역점,2015-09-16,폐업,2021-04-30,커피숍,"서울특별시 관악구 난곡로 356-1, 1층 102호 (신림동)",서울특별시 관악구 신림동 515-31 
탐앤탐스 구로디지털단지역점,2017-08-10,폐업,2021-05-06,커피숍,"서울특별시 관악구 시흥대로 570, 1층 (신림동)",서울특별시 관악구 신림동 1655 
그레이프라운지,2019-07-15,폐업,2021-05-07,커피숍,"서울특별시 관악구 관악로17길 9, 2,3층 (봉천동)",서울특별시 관악구 봉천동 868-25 
bread see(브레드씨),2015-03-03,폐업,2021-05-12,커피숍,"서울특별시 관악구 신림로 160, 2층 (신림동)",서울특별시 관악구 신림동 112-41 
엔제리너스 구로디지털역점,2011-08-24,폐업,2021-05-14,커피숍,"서울특별시 관악구 시흥대로 572, 1층 (신림동)",서울특별시 관악구 신림동 1643-6 
킹콩쥬스 앤 커피,2011-11-29,폐업,2021-05-17,커피숍,"서울특별시 관악구 신림로59길 6, 1층 (신림동)",서울특별시 관악구 신림동 1640-47 1층 
카페씨엘,2020-09-14,폐업,2021-05-21,커피숍,"서울특별시 관악구 호암로26가길 18, 동일빌딩 1층 (신림동)",서울특별시 관악구 신림동 1525-10 동일빌딩 
메가엠지씨커피 봉일시장점,2020-04-13,폐업,2021-06-04,커피숍,"서울특별시 관악구 은천로 37, 1층 (봉천동)",서울특별시 관악구 봉천동 940-11 
카페조이어스,2014-07-18,폐업,2021-06-15,커피숍,"서울특별시 관악구 관악로28길 13, 1층 (봉천동)",서울특별시 관악구 봉천동 36-2 
"달리, 봄",2017-07-31,폐업,2021-07-01,커피숍,"서울특별시 관악구 중앙길 27, 1층 (봉천동)",서울특별시 관악구 봉천동 49-2 
샤포레스트,2019-07-16,폐업,2021-07-08,커피숍,"서울특별시 관악구 관악로10길 37, n-타운Ⅱ 1층 (봉천동)",서울특별시 관악구 봉천동 1609-34 n-타운Ⅱ 
테이크아웃샵,2017-03-08,폐업,2021-07-12,커피숍,"서울특별시 관악구 신원로 26, 101동 1층 135호 (신림동)",서울특별시 관악구 신림동 1695 101동 135호
여기커피,2015-07-01,폐업,2021-07-14,커피숍,"서울특별시 관악구 난우길 14, 1층 (신림동)",서울특별시 관악구 신림동 608-38 
해바라기커피,2019-11-07,폐업,2021-07-14,커피숍,"서울특별시 관악구 남부순환로153길 30, 1층 (신림동)",서울특별시 관악구 신림동 509-35 
초이스,2019-08-19,폐업,2021-07-16,커피숍,"서울특별시 관악구 신림동5길 49, 3층 (신림동)",서울특별시 관악구 신림동 1432-128 
헬로 디저트,2021-05-04,폐업,2021-07-21,커피숍,"서울특별시 관악구 당곡길 59, 1층 (봉천동)",서울특별시 관악구 봉천동 707-3 
빛날,2008-01-17,폐업,2021-07-22,커피숍,"서울특별시 관악구 남부순환로 1924, 지하2층 208호 (봉천동, 동림오피스텔)",서울특별시 관악구 봉천동 1659-4 
제네럴테이블,2018-10-24,폐업,2021-07-22,커피숍,"서울특별시 관악구 신림로11길 11-5, 지하1층 (신림동)",서울특별시 관악구 신림동 241-57 
더착한커피,2014-06-13,폐업,2021-07-23,커피숍,"서울특별시 관악구 난곡로 83, 1층 101호 (신림동)",서울특별시 관악구 신림동 667-21 
카우하이드(COWHIDE),2017-05-17,폐업,2021-07-26,커피숍,"서울특별시 관악구 봉천로 607, 2층 (봉천동)",서울특별시 관악구 봉천동 1657-20 
이디야커피 현대시장점,2014-03-18,폐업,2021-07-27,커피숍,"서울특별시 관악구 은천로 101, 2층 (봉천동)",서울특별시 관악구 봉천동 501-3 
솔로캠핑(cafe),2020-06-23,폐업,2021-08-06,커피숍,"서울특별시 관악구 남부순환로210길 17, 1층 101호 (봉천동, 서초하우스)",서울특별시 관악구 봉천동 914-17 서초하우스 
분더킨트(WUNDERKIND),2018-01-30,폐업,2021-08-17,커피숍,"서울특별시 관악구 남현길 6, 3층 (남현동)",서울특별시 관악구 남현동 1057-24 
피기스페이보릿(Piggy's favorite),2019-02-07,폐업,2021-08-20,커피숍,"서울특별시 관악구 관악로12길 43, 1층 (봉천동)",서울특별시 관악구 봉천동 1610-19 
오.로.시,2019-03-07,폐업,2021-08-25,커피숍,"서울특별시 관악구 낙성대로3길 21-6, 1층 (봉천동)",서울특별시 관악구 봉천동 221-3 
고카페,2021-01-19,폐업,2021-08-26,커피숍,"서울특별시 관악구 관악로24길 14, 호삼빌딩 지하1층 5호 (봉천동)",서울특별시 관악구 봉천동 30-3 호삼빌딩 
팬케익하우스,2018-10-04,폐업,2021-08-27,커피숍,"서울특별시 관악구 인헌6길 15, A동 1층 104호 (봉천동)",서울특별시 관악구 봉천동 1639-1 
죠지(George),2020-06-22,폐업,2021-09-01,커피숍,"서울특별시 관악구 남부순환로 1869-6, 1층 (봉천동)",서울특별시 관악구 봉천동 1673-28 
수유리혼밥왕낙성대역점,2017-05-26,폐업,2021-09-06,커피숍,"서울특별시 관악구 남부순환로 1921-1, 2층 201호 (봉천동)",서울특별시 관악구 봉천동 1686-13 
카페보타닉,2018-07-20,폐업,2021-09-15,커피숍,"서울특별시 관악구 대학6길 13, 1층 (신림동)",서울특별시 관악구 신림동 1537-9 
워시프레쉬 더150 무인카페,2021-09-10,폐업,2021-09-16,커피숍,"서울특별시 관악구 낙성대역6길 2, 지층 101호 (봉천동)",서울특별시 관악구 봉천동 196-258 
세컨드페이지,2017-07-31,폐업,2021-09-27,커피숍,"서울특별시 관악구 관악로13길 20, 1층 (봉천동)",서울특별시 관악구 봉천동 866-7 
커피베이 난곡사거리점,2019-03-05,폐업,2021-09-27,커피숍,"서울특별시 관악구 난곡로 308, 1층 (신림동)",서울특별시 관악구 신림동 1569-2 
커피듀오,2020-07-15,폐업,2021-09-27,커피숍,"서울특별시 관악구 봉천로 373-10, 1층 (봉천동)",서울특별시 관악구 봉천동 932-19 
신사쥬시카페,2018-05-25,폐업,2021-09-29,커피숍,"서울특별시 관악구 신사로12길 16-10, 1층 101호 (신림동)",서울특별시 관악구 신림동 499-32 
요거프레소 신림점,2020-04-06,폐업,2021-09-30,커피숍,"서울특별시 관악구 신림동7길 36, 성심하우스 1층 101,102호 (신림동)",서울특별시 관악구 신림동 1463-46 성심하우스 
달달하루,2018-05-17,폐업,2021-10-06,커피숍,"서울특별시 관악구 난곡로59길 26, 1층 102호 (신림동)",서울특별시 관악구 신림동 1488-4 
cafe EIGHT.TON(카페에잇톤),2015-12-11,폐업,2021-10-07,커피숍,"서울특별시 관악구 봉천로 577, 2층 (봉천동)",서울특별시 관악구 봉천동 1660-9 
메가엠지씨커피 신림역사거리점,2011-06-14,폐업,2021-10-07,커피숍,서울특별시 관악구 남부순환로 1617 (신림동),서울특별시 관악구 신림동 1422-38 
할리스 낙성대역점,2015-04-03,폐업,2021-10-12,커피숍,"서울특별시 관악구 남부순환로 1922, 1층 (봉천동)",서울특별시 관악구 봉천동 1659-2 
47번가 카페#,2018-09-03,폐업,2021-10-25,커피숍,"서울특별시 관악구 신림로 184, 1층 (신림동)",서울특별시 관악구 신림동 107-47 
레인보우153,2020-02-14,폐업,2021-10-27,커피숍,"서울특별시 관악구 관악로 233, 금성빌딩 지하1층 B01호 (봉천동)",서울특별시 관악구 봉천동 42-42 금성빌딩 
cafe작은집,2019-05-10,폐업,2021-10-28,커피숍,"서울특별시 관악구 남부순환로161길 40, 1층 (신림동)",서울특별시 관악구 신림동 482-37 
COMMONROOM(커먼룸),2017-01-25,폐업,2021-10-29,커피숍,"서울특별시 관악구 남부순환로234길 21, 1층 (봉천동)",서울특별시 관악구 봉천동 1620-5 
가빈커피로스터스,2011-01-26,폐업,2021-11-02,커피숍,서울특별시 관악구 남부순환로 1945 (봉천동),서울특별시 관악구 봉천동 1688-126 
FLOOR 1.5 CAFE,2020-07-28,폐업,2021-11-08,커피숍,"서울특별시 관악구 남부순환로 1940, 1층 107호 (봉천동)",서울특별시 관악구 봉천동 1658-16 
난우공상,2019-05-17,폐업,2021-11-23,커피숍,"서울특별시 관악구 난곡로20길 17, 1층 (신림동)",서울특별시 관악구 신림동 655-105 
흑화당 서울대입구역점,2019-07-05,폐업,2021-11-29,커피숍,"서울특별시 관악구 관악로 164, 1층 114호 (봉천동, 대우디오슈페리움1단지)",서울특별시 관악구 봉천동 856-5 대우디오슈페리움1단지 
쉼표(Shym Pyo),2014-10-16,폐업,2021-12-07,커피숍,"서울특별시 관악구 신림로67길 24, 1층 (신림동)",서울특별시 관악구 신림동 1432-138 
사당역점 페루와,2016-04-12,폐업,2021-12-13,커피숍,"서울특별시 관악구 과천대로 939, 1층 1-H-1호 (남현동)",서울특별시 관악구 남현동 1061-18 
아메리카픽플(America Pickffle),2019-04-02,폐업,2021-12-13,커피숍,"서울특별시 관악구 난곡로 94, 1층 (신림동)",서울특별시 관악구 신림동 667 
맘카페,2017-04-24,폐업,2021-12-16,커피숍,"서울특별시 관악구 난곡로 270, 2층 202호 (신림동)",서울특별시 관악구 신림동 1565-1 202호
Fine Thank you,2012-12-13,폐업,2021-12-20,커피숍,"서울특별시 관악구 관악로11길 17, 1층 (봉천동)",서울특별시 관악구 봉천동 1589-9 
카페판다 서울남현점,2019-08-30,폐업,2021-12-23,커피숍,"서울특별시 관악구 과천대로 909, 남현프라자 홈플러스 3층 (남현동)",서울특별시 관악구 남현동 612-51 남현프라자 
봉명동내커피 신림1호점,2021-01-06,폐업,2021-12-24,커피숍,"서울특별시 관악구 보라매로2길 28, 1층 102호 (봉천동)",서울특별시 관악구 봉천동 696-9 
쥬스88.커피88,2017-01-13,폐업,2021-12-27,커피숍,"서울특별시 관악구 남부순환로 1536, 1층 (신림동)",서울특별시 관악구 신림동 1576-23 
닥터커핀,2020-04-28,폐업,2022-01-03,커피숍,"서울특별시 관악구 남부순환로 1451, 1,2층 (신림동)",서울특별시 관악구 신림동 543-7 
신대방커피,2021-04-14,폐업,2022-01-04,커피숍,"서울특별시 관악구 난곡로 365-5, 1층 (신림동)",서울특별시 관악구 신림동 518-12 
팔공티,2018-06-27,폐업,2022-01-11,커피숍,"서울특별시 관악구 신림로 310, 1층 나호 (신림동)",서울특별시 관악구 신림동 1641-23 
카페마약(2호점),2019-07-09,폐업,2022-01-11,커피숍,"서울특별시 관악구 은천로 5, 1층 (봉천동)",서울특별시 관악구 봉천동 963-35 
로프트카페,2011-09-22,폐업,2022-01-18,커피숍,서울특별시 관악구 서림길 125 (신림동),서울특별시 관악구 신림동 103-200 
커피베이 서울대입구이편한세상,2019-09-05,폐업,2022-01-20,커피숍,"서울특별시 관악구 청룡10길 34, 1단지 상가동 1층 107호 (봉천동)",서울특별시 관악구 봉천동 1540-37 
카페꼬미,2016-02-23,폐업,2022-02-03,커피숍,"서울특별시 관악구 시흥대로160길 19, 102동 101호 (신림동, 헤렌빌리지)",서울특별시 관악구 신림동 1663-26 헤렌빌리지 
커피프리덤,2022-01-27,폐업,2022-02-03,커피숍,"서울특별시 관악구 신림로26길 21, 1층 (신림동)",서울특별시 관악구 신림동 110-34 
베이커리로컬 서울대입구역점,2016-12-01,폐업,2022-02-08,커피숍,"서울특별시 관악구 남부순환로 1844, 한일빌딩 1~3층 (봉천동)",서울특별시 관악구 봉천동 1601-7 한일빌딩 
이디야 서울대입구역점,2010-04-29,폐업,2022-02-16,커피숍,"서울특별시 관악구 관악로 195, 1층 (봉천동)",서울특별시 관악구 봉천동 859-17 
Black-567(블랙-567),2021-06-28,폐업,2022-02-16,커피숍,"서울특별시 관악구 국회단지길 124, 1층 (봉천동)",서울특별시 관악구 봉천동 635-577 
히포커피 서울대2호점,2013-05-20,폐업,2022-03-02,커피숍,"서울특별시 관악구 신림로23길 21, 1층 (신림동)",서울특별시 관악구 신림동 1522-2 
카페해밀,2016-02-22,폐업,2022-03-03,커피숍,"서울특별시 관악구 법원단지길 42, 1층 (신림동)",서울특별시 관악구 신림동 611-6 
롯데푸드(주)커피관악점,2012-06-28,폐업,2022-03-08,커피숍,"서울특별시 관악구 봉천로 209, 지하2층 (봉천동, 롯데백화점)",서울특별시 관악구 봉천동 729-22 
더벤티,2018-07-13,폐업,2022-03-10,커피숍,"서울특별시 관악구 대학길 35, 1층 (신림동)",서울특별시 관악구 신림동 246-23 
빳데리커피,2021-04-16,폐업,2022-03-11,커피숍,"서울특별시 관악구 신림로67길 18, 1층 (신림동)",서울특별시 관악구 신림동 1432-52 
studyADE(스터디에이드),2013-03-19,폐업,2022-03-31,커피숍,"서울특별시 관악구 관악로 165, 5층 (봉천동)",서울특별시 관악구 봉천동 863-1 
모비딕 커피(MOBYDICK COFFEE),2010-01-27,폐업,2022-04-11,커피숍,"서울특별시 관악구 관악로 144, 1층 (봉천동, 우남네오폴리스)",서울특별시 관악구 봉천동 1597-1 
테이크아웃샵,2021-07-29,폐업,2022-04-27,커피숍,"서울특별시 관악구 남부순환로172길 20, 1층 (신림동)",서울특별시 관악구 신림동 1578-41 
poltrona(폴트로나),2020-07-28,폐업,2022-04-27,커피숍,"서울특별시 관악구 국회단지길 46, 1층 101호 (봉천동)",서울특별시 관악구 봉천동 635-343 
소복 신림점,2021-06-28,폐업,2022-04-27,커피숍,"서울특별시 관악구 신림동5길 34, 1층 (신림동)",서울특별시 관악구 신림동 1435-1 
Fresh Coffee(프레쉬 커피),2021-06-17,폐업,2022-05-03,커피숍,"서울특별시 관악구 봉천로 491, 1층 102호 (봉천동)",서울특별시 관악구 봉천동 1667-19 
인파라다이스,2019-11-21,폐업,2022-05-11,커피숍,"서울특별시 관악구 쑥고개로 118, 1층 (봉천동)",서울특별시 관악구 봉천동 1573-23 
카페미엘,2021-10-21,폐업,2022-05-11,커피숍,"서울특별시 관악구 관악로14길 50, 광명그린빌 2층 (봉천동)",서울특별시 관악구 봉천동 1610-3 광명그린빌 
순도당,2019-03-06,폐업,2022-05-16,커피숍,"서울특별시 관악구 남부순환로154길 10, 1층 103호 (신림동)",서울특별시 관악구 신림동 1571-20 
승승,2019-05-08,폐업,2022-06-03,커피숍,"서울특별시 관악구 대학길 31, 가동 1층 (신림동)",서울특별시 관악구 신림동 241-118 
엔쿡,2016-06-30,폐업,2022-06-09,커피숍,"서울특별시 관악구 남부순환로 1921-1, 1층 102호 (봉천동)",서울특별시 관악구 봉천동 1686-13 
바르바커피,2013-04-22,폐업,2022-06-13,커피숍,"서울특별시 관악구 시흥대로 550, 1,2층 (신림동)",서울특별시 관악구 신림동 1655-27 
갤러리 카페휴,2021-11-19,폐업,2022-06-20,커피숍,"서울특별시 관악구 난곡로66가길 17, 효산 센터뷰 2층 201호 (신림동)",서울특별시 관악구 신림동 529-11 효산 센터뷰 
안단단맛,2018-01-17,폐업,2022-06-24,커피숍,"서울특별시 관악구 신원로4길 22, 1층 (신림동)",서울특별시 관악구 신림동 1635-44 
오거트 서울,2020-12-09,폐업,2022-06-24,커피숍,"서울특별시 관악구 관악로10길 31-20, 라온아뜨 1층 (봉천동)",서울특별시 관악구 봉천동 1609-25 라온아뜨 
프리마카페,2020-09-02,폐업,2022-06-29,커피숍,"서울특별시 관악구 남부순환로 1694, 종남빌딩 지하1층 (봉천동)",서울특별시 관악구 봉천동 947-8 종남빌딩 
위드미(With me),2017-12-01,폐업,2022-07-06,커피숍,"서울특별시 관악구 과천대로 943, 2층 202호 (남현동)",서울특별시 관악구 남현동 1061-21 금강빌딩 
SUNNY SIDE (써니사이드),2021-02-09,폐업,2022-07-12,커피숍,"서울특별시 관악구 은천로5길 11, 1층 104호 (봉천동)",서울특별시 관악구 봉천동 955-42 
히든빈,2022-06-23,폐업,2022-07-12,커피숍,"서울특별시 관악구 신림로17길 45, 지하1층 (신림동)",서울특별시 관악구 신림동 1537-14 
공방아라,2014-06-12,폐업,2022-07-20,커피숍,"서울특별시 관악구 난곡로16길 13, 1층 (신림동)",서울특별시 관악구 신림동 657-20 
